facility,region,specialties,procedures,equipment,capabilities,numberDoctors,capacity
Trustcare Specialist Hospital & Fertility Center,Ashanti,"['internalMedicine', 'gynecologyAndObstetrics']",[],[],"['Offers reproductive endocrinology and infertility services', 'Provides internal medicine services', 'Open 24/7', 'Aims to be a private center of excellence in specialist healthcare']",,
"Trustcare Specialist Hospital & Fertility Center - Kumasi, Ghana",Ashanti,"['internalMedicine', 'medicalOncology', 'gynecologyAndObstetrics']",[],[],"['Offers reproductive endocrinology and infertility services', 'Provides medical oncology services', 'Delivers internal medicine care', 'Private center of excellence offering specialist healthcare comparable to world-class centers']",,
Tumiwura Herbal Research & Clinic,,"['internalMedicine', 'pathology', 'infectiousDiseases']","['Performs hematology testing', 'Performs chemistry testing', 'Performs parasitology testing', 'Performs hormone testing', 'Performs serology testing']",['Operates an on-site modern laboratory'],[],,
Twin City Clinic,Western Region,['internalMedicine'],[],[],[],,
"UMAT Clinic - Western, Tarkwa, Ghana",Western Region,[],[],[],['UMAT Clinic is a quasi-government clinic'],,
Ummah Medical Center,,['internalMedicine'],[],[],['Core vision is to provide an excellent patient care experience every time at an affordable cost'],,
Universal Health Clinic,,"['internalMedicine', 'radiology']","['Offers general medical consultation and specialist clinic services', 'Offers all forms of ultrasound scan services']",['Ultrasound scanning equipment available on-site'],"['Provides internal medicine and radiology services', 'Always open']",,
"University Medical Centre, Asante-Mampong",Ashanti Region,['internalMedicine'],[],[],"['Listed as a hospital in the AfricaBizInfo directory', 'Located near Quality Health Care in Mampong, Ashanti Region, Ghana']",,
University of Education College of Technology Clinic,Ashanti,['internalMedicine'],[],[],"['Operates as a clinic in Tanoso, Kwadaso Municipal, Ashanti Region', 'Has provisional clinic licence', 'Licence issued on 2019-09-24; expiry 2020-03-23', 'Dr. Ato Kwamena Sagoe is the practitioner in-charge']",,
University of Energy and Natural Resources Clinic,,['internalMedicine'],[],[],"['Provides healthcare delivery to the students, staff, and dependents of the University of Energy and Natural Resources', 'Organized a COVID-19 infection prevention and control workshop for staff on April 17, 2020']",,
University of Ghana Medical Centre,,"['gynecologyAndObstetrics', 'pediatrics', 'pathology', 'emergencyMedicine', 'radiology']","['Has performed 6 kidney transplant surgeries', 'Laboratory Services conducts culturing, isolation and identification of microorganisms']",[],"['Operates 24 hours a day, 7 days a week', 'Has an Emergency Department providing emergency treatment', 'Women and Children Block provides obstetrics/gynaecology and paediatrics services', 'Paediatrics Unit serves newborns through adolescents', 'Medical training and simulation center supports education', 'Supports research through the Research Directorate', 'Provides NCD Care as part of Digital Health']",,
Upper West Regional Hospital,Upper West,['internalMedicine'],[],[],"['Operates 24 hours daily, seven days a week', 'Government regional hospital located in Upper West, Wa, Ghana']",,
Upscale Angels Fertility,,['gynecologyAndObstetrics'],"['Provides surrogacy services', 'Offers embryo services']",[],"['Specializes in reproductive endocrinology and infertility', 'Offers online booking', 'Provides in-person classes']",,
"Upscale Pro Angels Fertility — 10 Martey Tsuru Street Behind Papaye, DBS Axis Spintex Road, Spintex Road, Accra Ghana.",,['gynecologyAndObstetrics'],"['Provides Intrauterine Insemination (IUI)', 'Offers In Vitro Fertilization (IVF)', 'Offers third-party reproduction services including egg donation and surrogacy', 'Provides egg donation programs (egg donor services)', 'Supports infertility evaluation through diagnosis and testing', 'Addresses male-factor infertility through targeted fertility services', 'Provides information and management resources for Polycystic Ovary Syndrome (PCOS)', 'Addresses recurrent pregnancy loss with fertility care options']",[],"['Offers patient-centered care in fertility consultancy', 'Dedicated to high standards in Assisted Reproduction', 'Provides fertility services comparable with the best internationally']",,
VALCO HOSPITAL,Greater Accra Region,['internalMedicine'],[],[],"['VALCO HOSPITAL is a primary hospital.', 'VALCO HOSPITAL is government-owned.', 'VALCO HOSPITAL provides general services.', 'VALCO HOSPITAL has NHIS accreditation.']",,
"Valco Hospital, Tema",,['internalMedicine'],[],[],"['Valco Hospital, Tema is a member institution of the Ghana Association of Quasi Government Health Institutions (GAQHI)']",,
Valley View Adventist Hospi,,['internalMedicine'],[],[],[],,
Van-J Eye Care Dansoman,,['ophthalmology'],[],[],['Specializes in ophthalmology'],,
"Vantage Medical Solutions, No. 3006 Forico Mall, Mission Street, Osu, Accra, Ghana",Greater Accra,[],"['Offers Medical Call Center Management', 'Provides Dietician Consultancy', 'Offers Health Coaching', 'Provides Corporate Wellness programs', 'Provides Occupational Health and Safety services']",[],[],,
Vebs Medical Centre,Greater Accra,['internalMedicine'],[],[],['Offers internal medicine services'],,
Viceroy Medical Centre,,['internalMedicine'],[],[],"['Provides promotive, preventive and curative healthcare', 'Offers curbside pickup', 'Is always open']",,
"Vicom Specialist Hospital - Accra, Ghana",,['internalMedicine'],[],[],[],,
Violet's Medical Centre,Accra,['internalMedicine'],"['Offers health education', 'Offers medical screening', 'Offers concierge medical services', 'Offers weight management services']",[],['Weight management clinic starts in May'],,
Virtue Medical Centre,Upper West,['internalMedicine'],[],[],"['Provides hospital services in the Upper West region', 'Is a hospital located in the Upper West region']",,
Vision Healthcare Clinic,Greater Accra Region,"['gynecologyAndObstetrics', 'pathology']",[],"['Has an on-site modern laboratory', 'Has an on-site dispensary stocked with an assortment of herbal medicines']",['Promotes natural health and wellness'],,
Vision Hospital,Greater Accra Region,"['internalMedicine', 'pediatrics', 'gynecologyAndObstetrics', 'generalSurgery']","['Offers antenatal care', 'Provides pediatric care', 'Provides surgical services']","['Operates a laboratory', 'Operates a pharmacy']","['Private ownership', 'Type: clinic', 'Specialists on staff: gynecologist, pediatrics, surgeon, physician']",,
Vitalis Chiropractic & Wellness,Greater Accra,"['pediatrics', 'radiology', 'gynecologyAndObstetrics']","['Offers chiropractic spinal alignment and nerve system tuning', 'Performs peripheral joints adjustments (shoulders, elbows, wrists, fingers, hips, knees, and ankles)', 'Provides posture and balance training', 'Implements exercise protocols', 'Gives ergonomics advice', 'Offers nutritional counseling', 'Conducts walk-in free screening service for posture, scoliosis, and vestibular balance and navigation analysis for adults and children', 'Performs upper cervical chiropractic adjustment']","['Uses X-ray imaging as part of assessments', 'Utilizes MRI imaging when required for assessments']","['Treats patients from 2 days old to over 90 years old, including pregnant women']",,
Volta Regional Hospital-Hohoe,,['internalMedicine'],[],[],"['Offers internal medicine services', 'Vision: Excellent Healthcare Delivery, Healthy Life For All']",,
VRA HOSPITAL ABOADZE,,"['internalMedicine', 'generalSurgery']",[],[],"['Type: Primary Hospital', 'Ownership: Government', 'NHIS accredited: yes', 'Services: General']",,
Wa Municipal Hospital,,['internalMedicine'],[],[],"['Operates 24/7 with always-open status', 'Quality, Client Centered Health Service Delivery']",,
Walewale District Hospital,,['internalMedicine'],[],[],"['Located in Walewale, Ghana.', 'The page is marked as always open.', ""Walewale District Hospital's Facebook page was created on June 11, 2013."", 'The Facebook page has 121 likes.', 'The Facebook page has 121 followers.', '8,622 people have checked in at Walewale District Hospital on Facebook.']",,
Walewale Hospital,Northern,['internalMedicine'],['Offers general medical services'],[],"['NHIS accredited', 'Government primary hospital located in Walewale, Northern Region, Ghana']",,
War Memorial Hospital,,['internalMedicine'],['Offers general medical services'],[],"['NHIS-accredited primary hospital', 'Government-run primary hospital located in Nogsenia, Ghana']",,
Wassa Akropong Government Hospital,,['internalMedicine'],[],[],[],,
Wassa Mampong Health Center,,['internalMedicine'],[],[],[],,
Wecheau Health Centre,,['internalMedicine'],[],[],"['Categorized as a hospital on Facebook', 'Located in Wechiau, Ghana', 'Facebook page created on April 26, 2019', 'Facebook page shows the facility as Always open']",,
Wellembelle Health Centre,Upper West Region,['internalMedicine'],['Offers general medical services'],[],"['Government-owned health centre', 'NHIS accredited']",,
West End Clinic - Takoradi,,['internalMedicine'],[],[],[],,
West End Hospital,,['internalMedicine'],[],[],"['Has 60 beds', 'Open 24/7']",,
Western Regional Hospital - Effia Nkwanta,,['internalMedicine'],[],[],['Operates 24/7'],,
White Star Dental Clinic,,['dentistry'],"['Offers root canal therapy', 'Provides dental implant services', 'Offers aesthetic dentistry including teeth whitening options']",[],[],,
Wind Of Change Eyecare & Optical Centre,,['ophthalmology'],"['Conducts comprehensive eye examinations', 'Dispenses contact lenses', 'Provides eye screening']",[],[],,
Wind of Change Eyecare and Optical Centre,,['ophthalmology'],"['Performs comprehensive eye examinations', 'Provides diagnoses related to eye health', 'Issues eyeglass prescriptions']",[],['Operates as an eyecare and optical centre'],,
Wisebrain vision and optical services,,['ophthalmology'],[],[],"['Provides optical services', 'Offers quality, moderate trendy frames and lenses for all']",,
"Women's Health Clinic - House # opposite zenith hotel Takoradi, Takoradi, Ghana",,['gynecologyAndObstetrics'],"['Provides gynecology and obstetrics services', 'Offers obstetrics and maternity care']",[],[],,
Woodland Medical Centre,,['internalMedicine'],[],[],"['Always open', 'Tagline: Quality health care is our hallmark', 'Location: Atebubu yeji highway, Atebubu, Ghana', 'Facility name: Woodland medical centre']",,
Worawora Government Hospital,Oti Region,['internalMedicine'],[],[],"['Serves as the Oti Regional Hospital', 'Provides healthcare services in the Biakoye District of the Oti Region']",,
Yaaba Medical Services,,"['internalMedicine', 'cardiology']","['Provides internal medicine consultations', 'Offers cardiology consultations', 'Conducts ECG (electrocardiogram) tests', 'Performs echocardiograms', 'Provides Holter monitoring', 'Conducts stress testing']",[],['Staffed by American Board Certified MDs in internal medicine and cardiology'],,
Yendi District Hospital,,['internalMedicine'],[],[],['Operates 24/7 (Always open)'],,
You Hao Dental Clinic,,['dentistry'],"['Provides dental fillings', 'Provides dentures']",[],['Operates as a general dental clinic'],,
Zabzugu Tatale District Hospital,,['internalMedicine'],[],[],"['Provides general medical services', 'NHIS accredited']",,
Zebilla District Hospital,,"['internalMedicine', 'gynecologyAndObstetrics']",[],[],"['Offers internal medicine services', 'Provides gynecology and obstetrics services', 'Always open (24/7)']",,
"Zoe Royal Hospital - Fertility Centre, Accra, Ghana",,"['internalMedicine', 'gynecologyAndObstetrics']",['Offers reproductive endocrinology and infertility treatments'],[],"['Specializes in reproductive endocrinology and infertility', 'Provides internal medicine services']",,
